in:LabR[%],in:FFR [%],in:UnderGrnd [%],in:GlzR [%],in:Uvalue [IP],in:HVAC,in:HeatRecov,in:LabACH,in:Plant,out:PeakCool [Btu/h-sf],out:PeakHeat [Btu/h-sf],out:EUI [kBtu/sf],img
60,35,50,20,0.25,FCU,Knvkta,4/2,GSHP,14.240988,5.174914,61.3701244,25035601_R4.png
40,45,50,20,0.25,FCU,Knvkta,4/2,GSHP,11.961194,4.938583,46.7155884,25045401_R4.png
50,45,50,20,0.25,FCU,Knvkta,4/2,GSHP,13.155451,5.126572,54.0865382,25045501_R4.png
60,45,50,20,0.25,FCU,Knvkta,4/2,GSHP,14.349709,5.314561,61.457486,25045601_R4.png
40,55,50,20,0.25,FCU,Knvkta,4/2,GSHP,12.084563,5.112748,46.8481364,25055401_R4.png
50,55,50,20,0.25,FCU,Knvkta,4/2,GSHP,13.256729,5.282914,54.2078004,25055501_R4.png
60,55,50,20,0.25,FCU,Knvkta,4/2,GSHP,14.428895,5.453081,61.5674674,25055601_R4.png
40,35,10,40,0.25,FCU,Knvkta,4/2,GSHP,13.59447,5.93152,46.9574058,41035401_R4.png
50,35,10,40,0.25,FCU,Knvkta,4/2,GSHP,14.744992,6.11087,54.3770926,41035501_R4.png
60,35,10,40,0.25,FCU,Knvkta,4/2,GSHP,15.895513,6.29022,61.7967804,41035601_R4.png
40,45,10,40,0.25,FCU,Knvkta,4/2,GSHP,14.161744,6.353887,47.1606152,41045401_R4.png
50,45,10,40,0.25,FCU,Knvkta,4/2,GSHP,15.242662,6.489374,54.5565666,41045501_R4.png
60,45,10,40,0.25,FCU,Knvkta,4/2,GSHP,16.323579,6.624861,61.9525176,41045601_R4.png
40,55,10,40,0.25,FCU,Knvkta,4/2,GSHP,14.799311,6.77204,47.4361226,41055401_R4.png
50,55,10,40,0.25,FCU,Knvkta,4/2,GSHP,15.810843,6.864105,54.8037972,41055501_R4.png
60,55,10,40,0.25,FCU,Knvkta,4/2,GSHP,16.822374,6.956169,62.1714738,41055601_R4.png
40,35,30,40,0.25,FCU,Knvkta,4/2,GSHP,13.145009,5.598272,46.8918696,43035401_R4.png
50,35,30,40,0.25,FCU,Knvkta,4/2,GSHP,14.35833,5.81273,54.3185184,43035501_R4.png
60,35,30,40,0.25,FCU,Knvkta,4/2,GSHP,15.571651,6.027188,61.7451672,43035601_R4.png
40,45,30,40,0.25,FCU,Knvkta,4/2,GSHP,13.574295,5.92857,47.0579326,43045401_R4.png
50,45,30,40,0.25,FCU,Knvkta,4/2,GSHP,14.734923,6.108857,54.4656254,43045501_R4.png
60,45,30,40,0.25,FCU,Knvkta,4/2,GSHP,15.89555,6.289143,61.8733144,43045601_R4.png
40,55,30,40,0.25,FCU,Knvkta,4/2,GSHP,14.057172,6.25553,47.2798412,43055401_R4.png
50,55,30,40,0.25,FCU,Knvkta,4/2,GSHP,15.164826,6.401994,54.664942,43055501_R4.png
60,55,30,40,0.25,FCU,Knvkta,4/2,GSHP,16.27248,6.548458,62.0500438,43055601_R4.png
40,35,50,40,0.25,FCU,Knvkta,4/2,GSHP,12.695548,5.265024,46.8263344,45035401_R4.png
50,35,50,40,0.25,FCU,Knvkta,4/2,GSHP,13.971669,5.514589,54.2599432,45035501_R4.png
60,35,50,40,0.25,FCU,Knvkta,4/2,GSHP,15.247789,5.764155,61.693554,45035601_R4.png
40,45,50,40,0.25,FCU,Knvkta,4/2,GSHP,12.986846,5.503253,46.9552514,45045401_R4.png
50,45,50,40,0.25,FCU,Knvkta,4/2,GSHP,14.227184,5.728339,54.3746828,45045501_R4.png
60,45,50,40,0.25,FCU,Knvkta,4/2,GSHP,15.467522,5.953426,61.7941132,45045601_R4.png
40,55,50,40,0.25,FCU,Knvkta,4/2,GSHP,13.315033,5.73902,47.1235612,45055401_R4.png
50,55,50,40,0.25,FCU,Knvkta,4/2,GSHP,14.518809,5.939883,54.5260858,45055501_R4.png
60,55,50,40,0.25,FCU,Knvkta,4/2,GSHP,15.722585,6.140747,61.9286128,45055601_R4.png
40,35,10,60,0.25,FCU,Knvkta,4/2,GSHP,14.886698,6.60284,47.236928,61035401_R4.png
50,35,10,60,0.25,FCU,Knvkta,4/2,GSHP,16.056801,6.806012,54.6959386,61035501_R4.png
60,35,10,60,0.25,FCU,Knvkta,4/2,GSHP,17.226903,7.009184,62.1549502,61035601_R4.png
40,45,10,60,0.25,FCU,Knvkta,4/2,GSHP,15.746014,7.133454,47.5735796,61045401_R4.png
50,45,10,60,0.25,FCU,Knvkta,4/2,GSHP,16.823994,7.281518,54.9984272,61045501_R4.png
60,45,10,60,0.25,FCU,Knvkta,4/2,GSHP,17.901974,7.429581,62.4232708,61045601_R4.png
40,55,10,60,0.25,FCU,Knvkta,4/2,GSHP,16.591408,7.657429,47.941442,61055401_R4.png
50,55,10,60,0.25,FCU,Knvkta,4/2,GSHP,17.578746,7.751077,55.3276972,61055501_R4.png
60,55,10,60,0.25,FCU,Knvkta,4/2,GSHP,18.566084,7.844724,62.7139574,61055601_R4.png
40,35,30,60,0.25,FCU,Knvkta,4/2,GSHP,14.254355,6.17917,47.1530958,63035401_R4.png
50,35,30,60,0.25,FCU,Knvkta,4/2,GSHP,15.508975,6.426846,54.6212844,63035501_R4.png
60,35,30,60,0.25,FCU,Knvkta,4/2,GSHP,16.763595,6.674522,62.0894744,63035601_R4.png
40,45,30,60,0.25,FCU,Knvkta,4/2,GSHP,14.910784,6.59366,47.422949,63045401_R4.png
50,45,30,60,0.25,FCU,Knvkta,4/2,GSHP,16.095197,6.798419,54.8640688,63045501_R4.png
60,45,30,60,0.25,FCU,Knvkta,4/2,GSHP,17.27961,7.003177,62.3051876,63045601_R4.png
40,55,30,60,0.25,FCU,Knvkta,4/2,GSHP,15.555305,7.002926,47.7166882,63055401_R4.png
50,55,30,60,0.25,FCU,Knvkta,4/2,GSHP,16.670211,7.165311,55.1271954,63055501_R4.png
60,55,30,60,0.25,FCU,Knvkta,4/2,GSHP,17.785118,7.327697,62.5377056,63055601_R4.png
40,35,50,60,0.25,FCU,Knvkta,4/2,GSHP,13.622012,5.7555,47.0692638,65035401_R4.png
50,35,50,60,0.25,FCU,Knvkta,4/2,GSHP,14.96115,6.04768,54.5466306,65035501_R4.png
60,35,50,60,0.25,FCU,Knvkta,4/2,GSHP,16.300288,6.33986,62.023998,65035601_R4.png
40,45,50,60,0.25,FCU,Knvkta,4/2,GSHP,14.075554,6.053866,47.2723174,65045401_R4.png
50,45,50,60,0.25,FCU,Knvkta,4/2,GSHP,15.3664,6.315319,54.7297118,65045501_R4.png
60,45,50,60,0.25,FCU,Knvkta,4/2,GSHP,16.657246,6.576773,62.1871028,65045601_R4.png
40,55,50,60,0.25,FCU,Knvkta,4/2,GSHP,14.519201,6.348422,47.4919344,65055401_R4.png
50,55,50,60,0.25,FCU,Knvkta,4/2,GSHP,15.761676,6.579546,54.9266916,65055501_R4.png
60,55,50,60,0.25,FCU,Knvkta,4/2,GSHP,17.004151,6.810669,62.3614528,65055601_R4.png
40,35,10,80,0.25,FCU,Knvkta,4/2,GSHP,16.171539,7.259993,47.6137652,81035401_R4.png
50,35,10,80,0.25,FCU,Knvkta,4/2,GSHP,17.365523,7.486497,55.1046814,81035501_R4.png
60,35,10,80,0.25,FCU,Knvkta,4/2,GSHP,18.559508,7.713,62.5955992,81035601_R4.png
40,45,10,80,0.25,FCU,Knvkta,4/2,GSHP,17.225571,7.894689,48.0474388,81045401_R4.png
50,45,10,80,0.25,FCU,Knvkta,4/2,GSHP,18.307284,8.055272,55.4929056,81045501_R4.png
60,45,10,80,0.25,FCU,Knvkta,4/2,GSHP,19.388998,8.215855,62.938371,81045601_R4.png
40,55,10,80,0.25,FCU,Knvkta,4/2,GSHP,18.258487,8.519768,48.5154626,81055401_R4.png
50,55,10,80,0.25,FCU,Knvkta,4/2,GSHP,19.229842,8.615433,55.9115684,81055501_R4.png
60,55,10,80,0.25,FCU,Knvkta,4/2,GSHP,20.201196,8.711098,63.3076754,81055601_R4.png
40,35,30,80,0.25,FCU,Knvkta,4/2,GSHP,15.354083,6.747815,47.4895386,83035401_R4.png
50,35,30,80,0.25,FCU,Knvkta,4/2,GSHP,16.652381,7.028019,54.9933782,83035501_R4.png
60,35,30,80,0.25,FCU,Knvkta,4/2,GSHP,17.950678,7.308223,62.4972202,83035601_R4.png
40,45,30,80,0.25,FCU,Knvkta,4/2,GSHP,16.161959,7.243258,47.8348514,83045401_R4.png
50,45,30,80,0.25,FCU,Knvkta,4/2,GSHP,17.374378,7.472135,55.3028462,83045501_R4.png
60,45,30,80,0.25,FCU,Knvkta,4/2,GSHP,18.586796,7.701012,62.770839,83045601_R4.png
40,55,30,80,0.25,FCU,Knvkta,4/2,GSHP,16.95233,7.73116,48.2064954,83055401_R4.png
50,55,30,80,0.25,FCU,Knvkta,4/2,GSHP,18.079907,7.909496,55.6354996,83055501_R4.png
60,55,30,80,0.25,FCU,Knvkta,4/2,GSHP,19.207484,8.087832,63.0645058,83055601_R4.png
40,35,50,80,0.25,FCU,Knvkta,4/2,GSHP,14.536628,6.235637,47.3653106,85035401_R4.png
50,35,50,80,0.25,FCU,Knvkta,4/2,GSHP,15.939238,6.569542,54.8820754,85035501_R4.png
60,35,50,80,0.25,FCU,Knvkta,4/2,GSHP,17.341849,6.903447,62.3988418,85035601_R4.png
40,45,50,80,0.25,FCU,Knvkta,4/2,GSHP,15.098347,6.591827,47.6222638,85045401_R4.png
50,45,50,80,0.25,FCU,Knvkta,4/2,GSHP,16.441471,6.888998,55.1127872,85045501_R4.png
60,45,50,80,0.25,FCU,Knvkta,4/2,GSHP,17.784594,7.18617,62.603309,85045601_R4.png
40,55,50,80,0.25,FCU,Knvkta,4/2,GSHP,15.646173,6.942552,47.8975276,85055401_R4.png
50,55,50,80,0.25,FCU,Knvkta,4/2,GSHP,16.929972,7.203559,55.3594308,85055501_R4.png
60,55,50,80,0.25,FCU,Knvkta,4/2,GSHP,18.213771,7.464566,62.8213354,85055601_R4.png
40,35,10,20,0.4,FCU,Knvkta,4/2,GSHP,12.437126,5.69399,47.1053198,21035401_R4.png
50,35,10,20,0.4,FCU,Knvkta,4/2,GSHP,13.575351,5.86525,54.452541,21035501_R4.png
60,35,10,20,0.4,FCU,Knvkta,4/2,GSHP,14.713577,6.03651,61.7997652,21035601_R4.png
40,45,10,20,0.4,FCU,Knvkta,4/2,GSHP,12.753602,6.077882,47.3601038,21045401_R4.png
50,45,10,20,0.4,FCU,Knvkta,4/2,GSHP,13.848823,6.209295,54.6810822,21045501_R4.png
60,45,10,20,0.4,FCU,Knvkta,4/2,GSHP,14.944044,6.340708,62.002058,21045601_R4.png
40,55,10,20,0.4,FCU,Knvkta,4/2,GSHP,13.018636,6.45844,47.6624476,21055401_R4.png
50,55,10,20,0.4,FCU,Knvkta,4/2,GSHP,14.069657,6.550355,54.9551544,21055501_R4.png
60,55,10,20,0.4,FCU,Knvkta,4/2,GSHP,15.120678,6.64227,62.247863,21055601_R4.png
40,35,30,20,0.4,FCU,Knvkta,4/2,GSHP,12.143739,5.392904,46.9730716,23035401_R4.png
50,35,30,20,0.4,FCU,Knvkta,4/2,GSHP,13.322218,5.595913,54.3348982,23035501_R4.png
60,35,30,20,0.4,FCU,Knvkta,4/2,GSHP,14.500697,5.798923,61.6967258,23035601_R4.png
40,45,30,20,0.4,FCU,Knvkta,4/2,GSHP,12.377959,5.693277,47.1792498,23045401_R4.png
50,45,30,20,0.4,FCU,Knvkta,4/2,GSHP,13.524434,5.865239,54.520169,23045501_R4.png
60,45,30,20,0.4,FCU,Knvkta,4/2,GSHP,14.670908,6.037202,61.8610848,23045601_R4.png
40,55,30,20,0.4,FCU,Knvkta,4/2,GSHP,12.571089,5.990996,47.4220306,23055401_R4.png
50,55,30,20,0.4,FCU,Knvkta,4/2,GSHP,13.684178,6.132188,54.7403612,23055501_R4.png
60,55,30,20,0.4,FCU,Knvkta,4/2,GSHP,14.797268,6.27338,62.0586952,23055601_R4.png
40,35,50,20,0.4,FCU,Knvkta,4/2,GSHP,11.850352,5.091817,46.8408238,25035401_R4.png
50,35,50,20,0.4,FCU,Knvkta,4/2,GSHP,13.069084,5.326577,54.2172544,25035501_R4.png
60,35,50,20,0.4,FCU,Knvkta,4/2,GSHP,14.287817,5.561337,61.5936854,25035601_R4.png
40,45,50,20,0.4,FCU,Knvkta,4/2,GSHP,12.002317,5.308672,46.9983956,25045401_R4.png
50,45,50,20,0.4,FCU,Knvkta,4/2,GSHP,13.200045,5.521184,54.3592534,25045501_R4.png
60,45,50,20,0.4,FCU,Knvkta,4/2,GSHP,14.397772,5.733695,61.7201092,25045601_R4.png
40,55,50,20,0.4,FCU,Knvkta,4/2,GSHP,12.123542,5.523552,47.1816136,25055401_R4.png
50,55,50,20,0.4,FCU,Knvkta,4/2,GSHP,13.2987,5.714022,54.5255696,25055501_R4.png
60,55,50,20,0.4,FCU,Knvkta,4/2,GSHP,14.473857,5.904491,61.8695254,25055601_R4.png
40,35,10,40,0.4,FCU,Knvkta,4/2,GSHP,13.711372,6.800102,47.644464,41035401_R4.png
50,35,10,40,0.4,FCU,Knvkta,4/2,GSHP,14.866758,7.010926,55.0288016,41035501_R4.png
60,35,10,40,0.4,FCU,Knvkta,4/2,GSHP,16.022144,7.221751,62.4131408,41035601_R4.png
40,45,10,40,0.4,FCU,Knvkta,4/2,GSHP,14.288567,7.363325,48.0424538,41045401_R4.png
50,45,10,40,0.4,FCU,Knvkta,4/2,GSHP,15.373174,7.515689,55.3847114,41045501_R4.png
60,45,10,40,0.4,FCU,Knvkta,4/2,GSHP,16.457782,7.668053,62.7269676,41045601_R4.png
40,55,10,40,0.4,FCU,Knvkta,4/2,GSHP,14.938394,7.919644,48.473537,41055401_R4.png
50,55,10,40,0.4,FCU,Knvkta,4/2,GSHP,15.952467,8.014267,55.7703042,41055501_R4.png
60,55,10,40,0.4,FCU,Knvkta,4/2,GSHP,16.96654,8.10889,63.067075,41055601_R4.png
40,35,30,40,0.4,FCU,Knvkta,4/2,GSHP,13.246219,6.350186,47.4515618,43035401_R4.png
50,35,30,40,0.4,FCU,Knvkta,4/2,GSHP,14.465895,6.608212,54.857045,43035501_R4.png
60,35,30,40,0.4,FCU,Knvkta,4/2,GSHP,15.685571,6.866238,62.2625298,43035601_R4.png
40,45,30,40,0.4,FCU,Knvkta,4/2,GSHP,13.683221,6.790039,47.7691212,43045401_R4.png
50,45,30,40,0.4,FCU,Knvkta,4/2,GSHP,14.84929,7.00254,55.141379,43045501_R4.png
60,45,30,40,0.4,FCU,Knvkta,4/2,GSHP,16.015359,7.215041,62.5136362,43045601_R4.png
40,55,30,40,0.4,FCU,Knvkta,4/2,GSHP,14.175634,7.224462,48.1120324,43055401_R4.png
50,55,30,40,0.4,FCU,Knvkta,4/2,GSHP,15.287835,7.392003,55.448312,43055501_R4.png
60,55,30,40,0.4,FCU,Knvkta,4/2,GSHP,16.400037,7.559545,62.7845916,43055601_R4.png
40,35,50,40,0.4,FCU,Knvkta,4/2,GSHP,12.781066,5.900271,47.258659,45035401_R4.png
50,35,50,40,0.4,FCU,Knvkta,4/2,GSHP,14.065032,6.205497,54.6852878,45035501_R4.png
60,35,50,40,0.4,FCU,Knvkta,4/2,GSHP,15.348998,6.510724,62.1119168,45035601_R4.png
40,45,50,40,0.4,FCU,Knvkta,4/2,GSHP,13.077875,6.216754,47.4957888,45045401_R4.png
50,45,50,40,0.4,FCU,Knvkta,4/2,GSHP,14.325406,6.489391,54.8980466,45045501_R4.png
60,45,50,40,0.4,FCU,Knvkta,4/2,GSHP,15.572936,6.762029,62.3003024,45045601_R4.png
40,55,50,40,0.4,FCU,Knvkta,4/2,GSHP,13.412874,6.529279,47.7505294,45055401_R4.png
50,55,50,40,0.4,FCU,Knvkta,4/2,GSHP,14.623204,6.769739,55.1263178,45055501_R4.png
60,55,50,40,0.4,FCU,Knvkta,4/2,GSHP,15.833535,7.0102,62.5021094,45055601_R4.png
40,35,10,60,0.4,FCU,Knvkta,4/2,GSHP,15.031663,7.869629,48.299381,61035401_R4.png
50,35,10,60,0.4,FCU,Knvkta,4/2,GSHP,16.208819,8.118735,55.716116,61035501_R4.png
60,35,10,60,0.4,FCU,Knvkta,4/2,GSHP,17.385975,8.367842,63.1328514,61035601_R4.png
40,45,10,60,0.4,FCU,Knvkta,4/2,GSHP,15.903238,8.601986,48.8622306,61045401_R4.png
50,45,10,60,0.4,FCU,Knvkta,4/2,GSHP,16.987231,8.775077,56.2197514,61045501_R4.png
60,45,10,60,0.4,FCU,Knvkta,4/2,GSHP,18.071224,8.948169,63.5772688,61045601_R4.png
40,55,10,60,0.4,FCU,Knvkta,4/2,GSHP,16.759706,9.322683,49.4593012,61055401_R4.png
50,55,10,60,0.4,FCU,Knvkta,4/2,GSHP,17.751975,9.420974,56.752757,61055501_R4.png
60,55,10,60,0.4,FCU,Knvkta,4/2,GSHP,18.744243,9.519266,64.0462154,61055601_R4.png
40,35,30,60,0.4,FCU,Knvkta,4/2,GSHP,14.380658,7.275819,48.0243986,63035401_R4.png
50,35,30,60,0.4,FCU,Knvkta,4/2,GSHP,15.644153,7.587064,55.4709438,63035501_R4.png
60,35,30,60,0.4,FCU,Knvkta,4/2,GSHP,16.907648,7.898309,62.9174906,63035601_R4.png
40,45,30,60,0.4,FCU,Knvkta,4/2,GSHP,15.046622,7.84722,48.4701832,63045401_R4.png
50,45,30,60,0.4,FCU,Knvkta,4/2,GSHP,16.2391,8.099287,55.8701746,63045501_R4.png
60,45,30,60,0.4,FCU,Knvkta,4/2,GSHP,17.431578,8.351355,63.2701656,63045601_R4.png
40,55,30,60,0.4,FCU,Knvkta,4/2,GSHP,15.699756,8.409492,48.9421954,63055401_R4.png
50,55,30,60,0.4,FCU,Knvkta,4/2,GSHP,16.821886,8.603332,56.291763,63055501_R4.png
60,55,30,60,0.4,FCU,Knvkta,4/2,GSHP,17.944015,8.797172,63.6413312,63055601_R4.png
40,35,50,60,0.4,FCU,Knvkta,4/2,GSHP,13.729653,6.68201,47.7494156,65035401_R4.png
50,35,50,60,0.4,FCU,Knvkta,4/2,GSHP,15.079487,7.055393,55.2257702,65035501_R4.png
60,35,50,60,0.4,FCU,Knvkta,4/2,GSHP,16.42932,7.428777,62.7021278,65035601_R4.png
40,45,50,60,0.4,FCU,Knvkta,4/2,GSHP,14.190007,7.092455,48.0781348,65045401_R4.png
50,45,50,60,0.4,FCU,Knvkta,4/2,GSHP,15.490969,7.423498,55.5206004,65045501_R4.png
60,45,50,60,0.4,FCU,Knvkta,4/2,GSHP,16.791932,7.75454,62.9630634,65045601_R4.png
40,55,50,60,0.4,FCU,Knvkta,4/2,GSHP,14.639806,7.496302,48.4250904,65055401_R4.png
50,55,50,60,0.4,FCU,Knvkta,4/2,GSHP,15.891796,7.78569,55.8307674,65055501_R4.png
60,55,50,60,0.4,FCU,Knvkta,4/2,GSHP,17.143786,8.075077,63.2364478,65055601_R4.png
40,35,10,80,0.4,FCU,Knvkta,4/2,GSHP,16.335428,8.907076,48.9854606,81035401_R4.png
50,35,10,80,0.4,FCU,Knvkta,4/2,GSHP,17.538454,9.193334,56.4253774,81035501_R4.png
60,35,10,80,0.4,FCU,Knvkta,4/2,GSHP,18.74148,9.479591,63.8652948,81035601_R4.png
40,45,10,80,0.4,FCU,Knvkta,4/2,GSHP,17.401905,9.799384,49.7111304,81045401_R4.png
50,45,10,80,0.4,FCU,Knvkta,4/2,GSHP,18.491379,9.993028,57.0733802,81045501_R4.png
60,45,10,80,0.4,FCU,Knvkta,4/2,GSHP,19.580853,10.186672,64.4356284,81045601_R4.png
40,55,10,80,0.4,FCU,Knvkta,4/2,GSHP,18.444641,10.674165,50.4728644,81055401_R4.png
50,55,10,80,0.4,FCU,Knvkta,4/2,GSHP,19.422643,10.777019,57.7525008,81055501_R4.png
60,55,10,80,0.4,FCU,Knvkta,4/2,GSHP,20.400644,10.879873,65.0321372,81055601_R4.png
40,35,30,80,0.4,FCU,Knvkta,4/2,GSHP,15.497403,8.173697,48.6174116,83035401_R4.png
50,35,30,80,0.4,FCU,Knvkta,4/2,GSHP,16.806695,8.536581,56.0968358,83035501_R4.png
60,35,30,80,0.4,FCU,Knvkta,4/2,GSHP,18.115987,8.899465,63.5762608,83035601_R4.png
40,45,30,80,0.4,FCU,Knvkta,4/2,GSHP,16.314957,8.869505,49.1898332,83045401_R4.png
50,45,30,80,0.4,FCU,Knvkta,4/2,GSHP,17.537374,9.160301,56.6083542,83045501_R4.png
60,45,30,80,0.4,FCU,Knvkta,4/2,GSHP,18.759792,9.451096,64.0268724,83045601_R4.png
40,55,30,80,0.4,FCU,Knvkta,4/2,GSHP,17.112966,9.551619,49.7899192,83055401_R4.png
50,55,30,80,0.4,FCU,Knvkta,4/2,GSHP,18.249675,9.771751,57.1435852,83055501_R4.png
60,55,30,80,0.4,FCU,Knvkta,4/2,GSHP,19.386384,9.991883,64.4972538,83055601_R4.png
40,35,50,80,0.4,FCU,Knvkta,4/2,GSHP,14.659377,7.440318,48.2493618,85035401_R4.png
50,35,50,80,0.4,FCU,Knvkta,4/2,GSHP,16.074935,7.879828,55.7682946,85035501_R4.png
60,35,50,80,0.4,FCU,Knvkta,4/2,GSHP,17.490494,8.319339,63.2872264,85035601_R4.png
40,45,50,80,0.4,FCU,Knvkta,4/2,GSHP,15.22801,7.939626,48.668536,85045401_R4.png
50,45,50,80,0.4,FCU,Knvkta,4/2,GSHP,16.58337,8.327573,56.1433274,85045501_R4.png
60,45,50,80,0.4,FCU,Knvkta,4/2,GSHP,17.93873,8.715521,63.6181164,85045601_R4.png
40,55,50,80,0.4,FCU,Knvkta,4/2,GSHP,15.781291,8.429074,49.106972,85055401_R4.png
50,55,50,80,0.4,FCU,Knvkta,4/2,GSHP,17.076708,8.766484,56.5346692,85055501_R4.png
60,55,50,80,0.4,FCU,Knvkta,4/2,GSHP,18.372124,9.103894,63.9623682,85055601_R4.png
40,35,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,12.254026,5.2418,43.0891327,21035401_R4.png
50,35,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,13.374336,5.396968,49.9736422,21035501_R4.png
60,35,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.494646,5.552137,56.85815215,21035601_R4.png
40,45,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,12.55537,5.551843,43.32071975,21045401_R4.png
50,45,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,13.634981,5.674812,50.17807715,21045501_R4.png
60,45,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.714593,5.797781,57.0354324,21045601_R4.png
40,55,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,12.864686,5.859333,43.5606025,21055401_R4.png
50,55,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,13.901569,5.950375,50.3899026,21055501_R4.png
60,55,10,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.938451,6.041416,57.2192047,21055601_R4.png
40,35,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,11.960577,4.999671,42.9713622,23035401_R4.png
50,35,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,13.119798,5.180499,49.87110545,23035501_R4.png
60,35,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.279019,5.361327,56.77084785,23035601_R4.png
40,45,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,12.178749,5.24273,43.16532815,23045401_R4.png
50,45,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,13.307328,5.398459,50.04260285,23045501_R4.png
60,45,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.435908,5.554189,56.91987495,23045601_R4.png
40,55,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,12.403424,5.483699,43.36504425,23055401_R4.png
50,55,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,13.499858,5.614548,50.2192539,23055501_R4.png
60,55,30,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.596291,5.745398,57.07346455,23055601_R4.png
40,35,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,11.667128,4.757543,42.8535921,25035401_R4.png
50,35,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,12.865261,4.96403,49.76856825,25035501_R4.png
60,35,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.063393,5.170517,56.68354355,25035601_R4.png
40,45,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,11.802127,4.933617,43.00993555,25045401_R4.png
50,45,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,12.979675,5.122106,49.9071281,25045501_R4.png
60,45,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.157223,5.310596,56.80431665,25045601_R4.png
40,55,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,11.942162,5.108064,43.169485,25055401_R4.png
50,55,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,13.098146,5.278721,50.0486042,25055501_R4.png
60,55,50,20,0.25,RadSlab,Knvkta,4/2,GSHP,14.254131,5.449379,56.92772545,25055601_R4.png
40,35,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,13.416281,5.929344,43.59307205,41035401_R4.png
50,35,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.536608,6.108839,50.53881555,41035501_R4.png
60,35,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.656935,6.288333,57.4845602,41035601_R4.png
40,45,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,13.853086,6.351985,43.9330351,41045401_R4.png
50,45,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.906523,6.487587,50.8426334,41045501_R4.png
60,45,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.95996,6.623189,57.7522301,41045601_R4.png
40,55,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.447296,6.770278,44.2780524,41055401_R4.png
50,55,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.435117,6.862444,51.14873485,41055501_R4.png
60,55,10,40,0.25,RadSlab,Knvkta,4/2,GSHP,16.422938,6.954609,58.0194207,41055601_R4.png
40,35,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,12.956099,5.594574,43.43851625,43035401_R4.png
50,35,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.13822,5.809358,50.4046843,43035501_R4.png
60,35,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.320341,6.024143,57.3708539,43035601_R4.png
40,45,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,13.279629,5.925209,43.716773,43045401_R4.png
50,45,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.410738,6.1058,50.6534795,43045501_R4.png
60,45,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.541846,6.286391,57.590184,43045601_R4.png
40,55,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,13.725889,6.252357,43.99826115,43055401_R4.png
50,55,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.80705,6.399117,50.90345675,43055501_R4.png
60,55,30,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.888211,6.545878,57.80865435,43055601_R4.png
40,35,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,12.495917,5.259804,43.2839596,45035401_R4.png
50,35,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,13.739832,5.509878,50.2705526,45035501_R4.png
60,35,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.983747,5.759952,57.25714805,45035601_R4.png
40,45,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,12.706172,5.498432,43.5005113,45045401_R4.png
50,45,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,13.914952,5.724013,50.4643256,45045501_R4.png
