in:LabR[%],in:FFR [%],in:UnderGrnd [%],in:GlzR [%],in:Uvalue [IP],in:HVAC,in:HeatRecov,in:LabACH,in:Plant,out:PeakCool [Btu/h-sf],out:PeakHeat [Btu/h-sf],out:EUI [kBtu/sf],img
60,45,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.123732,5.949593,57.4281383,45045601_R4.png
40,55,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,13.004481,5.734436,43.71846845,45055401_R4.png
50,55,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,14.178983,5.935791,50.65817825,45055501_R4.png
60,55,50,40,0.25,RadSlab,Knvkta,4/2,GSHP,15.353484,6.137146,57.59788945,45055601_R4.png
40,35,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,14.497826,6.600847,44.22754745,61035401_R4.png
50,35,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,15.626154,6.804145,51.2404142,61035501_R4.png
60,35,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.754482,7.007443,58.25328195,61035601_R4.png
40,45,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,15.280501,7.131662,44.6588802,61045401_R4.png
50,45,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.324189,7.279832,51.6237885,61045501_R4.png
60,45,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,17.367877,7.428001,58.58869495,61045601_R4.png
40,55,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.040306,7.655753,45.15373045,61055401_R4.png
50,55,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,17.002042,7.749499,52.06324145,61055501_R4.png
60,55,10,60,0.25,RadSlab,Knvkta,4/2,GSHP,17.963777,7.843244,58.97275345,61055601_R4.png
40,35,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,13.887288,6.175618,44.0160315,63035401_R4.png
50,35,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,15.098129,6.423608,51.0554153,63035501_R4.png
60,35,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.30897,6.671597,58.09480025,63035601_R4.png
40,45,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,14.479828,6.590388,44.3653531,63045401_R4.png
50,45,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,15.625851,6.795445,51.3660876,63045501_R4.png
60,45,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.771873,7.000503,58.36682015,63045601_R4.png
40,55,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,15.054884,6.999824,44.76337885,63055401_R4.png
50,55,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.138253,7.162504,51.7197819,63055501_R4.png
60,55,30,60,0.25,RadSlab,Knvkta,4/2,GSHP,17.221623,7.325185,58.6761884,63055601_R4.png
40,35,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,13.27675,5.750389,43.804515,65035401_R4.png
50,35,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,14.570104,6.04307,50.870416,65035501_R4.png
60,35,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,15.863458,6.335751,57.936319,65035601_R4.png
40,45,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,13.679156,6.049114,44.0718274,65045401_R4.png
50,45,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,14.927513,6.311059,51.10838715,65045501_R4.png
60,45,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.17587,6.573004,58.14494535,65045601_R4.png
40,55,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,14.069462,6.343895,44.3730262,65055401_R4.png
50,55,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,15.274465,6.57551,51.37632335,65055501_R4.png
60,55,50,60,0.25,RadSlab,Knvkta,4/2,GSHP,16.479468,6.807125,58.37962195,65055601_R4.png
40,35,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,15.64411,7.258103,44.89481525,81035401_R4.png
50,35,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,16.790538,7.484722,51.97587575,81035501_R4.png
60,35,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.936967,7.711342,59.05693865,81035601_R4.png
40,45,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,16.590355,7.892957,45.47129505,81045401_R4.png
50,45,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.635292,8.053642,52.4886436,81045501_R4.png
60,45,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,18.680229,8.214327,59.50599115,81045601_R4.png
40,55,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.519217,8.518147,46.11065165,81055401_R4.png
50,55,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,18.465007,8.613908,53.0559049,81055501_R4.png
60,55,10,80,0.25,RadSlab,Knvkta,4/2,GSHP,19.410798,8.70967,60.00116215,81055601_R4.png
40,35,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,14.866499,6.744346,44.6225622,83035401_R4.png
50,35,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,16.113332,7.024856,51.736874,83035501_R4.png
60,35,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.360165,7.305367,58.85118595,83035601_R4.png
40,45,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,15.58626,7.240035,45.08477825,83045401_R4.png
50,45,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,16.755168,7.469209,52.14818545,83045501_R4.png
60,45,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.924077,7.698382,59.21159165,83045601_R4.png
40,55,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,16.292804,7.728103,45.5951956,83055401_R4.png
50,55,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.385686,7.906734,52.60128655,83055501_R4.png
60,55,30,80,0.25,RadSlab,Knvkta,4/2,GSHP,18.478568,8.085364,59.60737965,83055601_R4.png
40,35,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,14.088888,6.230589,44.3503106,85035401_R4.png
50,35,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,15.436126,6.56499,51.49787085,85035501_R4.png
60,35,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,16.783363,6.899391,58.64543365,85035601_R4.png
40,45,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,14.582166,6.587113,44.69826105,85045401_R4.png
50,45,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,15.875045,6.884775,51.8077269,85045501_R4.png
60,45,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.167924,7.182438,58.91719215,85045601_R4.png
40,55,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,15.066392,6.93806,45.07974055,85055401_R4.png
50,55,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,16.306365,7.199559,52.14666735,85055501_R4.png
60,55,50,80,0.25,RadSlab,Knvkta,4/2,GSHP,17.546338,7.461058,59.2135986,85055601_R4.png
40,35,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,12.294776,5.691697,43.4749442,21035401_R4.png
50,35,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.417476,5.863113,50.35513695,21035501_R4.png
60,35,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.540175,6.034528,57.2353293,21035601_R4.png
40,45,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,12.603581,6.07591,43.79514975,21045401_R4.png
50,45,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.684171,6.207443,50.63849065,21045501_R4.png
60,45,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.764761,6.338975,57.48183,21045601_R4.png
40,55,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,12.915097,6.45663,44.1227369,21055401_R4.png
50,55,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.952281,6.548648,50.9283023,21055501_R4.png
60,55,10,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.989465,6.640666,57.7338677,21055601_R4.png
40,35,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,11.997332,5.389112,43.2935345,23035401_R4.png
50,35,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.159677,5.592456,50.1954434,23035501_R4.png
60,35,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.322022,5.795801,57.09735235,23035601_R4.png
40,45,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,12.221306,5.689858,43.55642545,23045401_R4.png
50,45,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.351912,5.862128,50.4283223,23045501_R4.png
60,45,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.482518,6.034398,57.30021655,23045601_R4.png
40,55,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,12.447692,5.987784,43.8243555,23055401_R4.png
50,55,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.545626,6.129272,50.6656285,23055501_R4.png
60,55,30,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.643559,6.270761,57.50690295,23055601_R4.png
40,35,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,11.699888,5.086527,43.11212435,25035401_R4.png
50,35,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,12.901878,5.3218,50.03574985,25035501_R4.png
60,35,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.103868,5.557074,56.95937495,25035601_R4.png
40,45,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,11.839032,5.303806,43.31769975,25045401_R4.png
50,45,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.019654,5.516814,50.21815395,25045501_R4.png
60,45,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.200275,5.729821,57.11860415,25045601_R4.png
40,55,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,11.980288,5.518937,43.5259741,25055401_R4.png
50,55,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,13.138971,5.709897,50.40295515,25055501_R4.png
60,55,50,20,0.4,RadSlab,Knvkta,4/2,GSHP,14.297653,5.900857,57.2799372,25055601_R4.png
40,35,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.483367,6.798135,44.40509645,41035401_R4.png
50,35,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,14.608442,7.009082,51.3613413,41035501_R4.png
60,35,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.733517,7.22003,58.3175872,41035601_R4.png
40,45,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.958706,7.361546,44.91103795,41045401_R4.png
50,45,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.016267,7.514015,51.8126837,41045501_R4.png
60,45,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,16.073828,7.666484,58.7143274,41045601_R4.png
40,55,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,14.562467,7.91798,45.43555035,41055401_R4.png
50,55,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.553567,8.012702,52.2780761,41055501_R4.png
60,55,10,40,0.4,RadSlab,Knvkta,4/2,GSHP,16.544667,8.107423,59.1206044,41055601_R4.png
40,35,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.01734,6.346655,44.12993315,43035401_R4.png
50,35,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,14.20542,6.604992,51.11922985,43035501_R4.png
60,35,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.393499,6.863329,58.1085285,43035601_R4.png
40,45,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.370841,6.786778,44.5372843,43045401_R4.png
50,45,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,14.507423,6.999577,51.48276625,43045501_R4.png
60,45,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.644004,7.212376,58.4282452,43045601_R4.png
40,55,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.824529,7.22137,44.958379,43055401_R4.png
50,55,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,14.910506,7.389207,51.85663555,43055501_R4.png
60,55,30,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.996483,7.557043,58.7548945,43055601_R4.png
40,35,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,12.551313,5.895176,43.85476945,45035401_R4.png
50,35,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.802397,6.200902,50.87711795,45035501_R4.png
60,35,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.053481,6.506628,57.8994684,45035601_R4.png
40,45,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,12.782976,6.21201,44.1635316,45045401_R4.png
50,45,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.998578,6.485139,51.1528488,45045501_R4.png
60,45,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.214181,6.758268,58.14216445,45045601_R4.png
40,55,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,13.086591,6.52476,44.48120825,45055401_R4.png
50,55,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,14.267445,6.765712,51.43519545,45055501_R4.png
60,55,50,40,0.4,RadSlab,Knvkta,4/2,GSHP,15.448299,7.006664,58.3891856,45055601_R4.png
40,35,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,14.617102,7.867802,45.4804492,61035401_R4.png
50,35,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.753161,8.117021,52.5236109,61035501_R4.png
60,35,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.88922,8.36624,59.5667726,61035601_R4.png
40,45,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.413211,8.600308,46.1807291,61045401_R4.png
50,45,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.463228,8.773503,53.1451806,61045501_R4.png
60,45,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,17.513244,8.946697,60.1096301,61045601_R4.png
40,55,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.184438,9.321123,46.95605965,61055401_R4.png
50,55,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,17.151315,9.41951,53.83193025,61055501_R4.png
60,55,10,60,0.4,RadSlab,Knvkta,4/2,GSHP,18.118192,9.517897,60.70780245,61055601_R4.png
40,35,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,13.99216,7.272402,45.09262295,63035401_R4.png
50,35,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.212039,7.583952,52.1810976,63035501_R4.png
60,35,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.431918,7.895501,59.2695738,63035601_R4.png
40,45,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,14.595149,7.844044,45.65112685,63045401_R4.png
50,45,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.749119,8.096408,52.6770336,63045501_R4.png
60,45,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.90309,8.348773,59.70293875,63045601_R4.png
40,55,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.179088,8.406487,46.26730215,63055401_R4.png
50,55,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.269482,8.600621,53.2230704,63055501_R4.png
60,55,30,60,0.4,RadSlab,Knvkta,4/2,GSHP,17.359875,8.794754,60.17883925,63055601_R4.png
40,35,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,13.367218,6.677003,44.7047967,65035401_R4.png
50,35,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,14.670918,7.050883,51.8385853,65035501_R4.png
60,35,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.974617,7.424763,58.97237405,65035601_R4.png
40,45,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,13.777087,7.087779,45.121525,65045401_R4.png
50,45,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.035011,7.419314,52.20888745,65045501_R4.png
60,45,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.292935,7.750849,59.29624645,65045601_R4.png
40,55,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,14.173738,7.491851,45.57854505,65055401_R4.png
50,55,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,15.387649,7.781732,52.61420955,65055501_R4.png
60,55,50,60,0.4,RadSlab,Knvkta,4/2,GSHP,16.601559,8.071612,59.64987645,65055601_R4.png
40,35,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,15.784258,8.905343,46.6216352,81035401_R4.png
50,35,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,16.939573,9.191714,53.75064935,81035501_R4.png
60,35,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,18.094887,9.478086,60.8796641,81035601_R4.png
40,45,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,16.74049,9.797793,47.5664493,81045401_R4.png
50,45,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,17.793364,9.991544,54.5879758,81045501_R4.png
60,45,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,18.846238,10.185295,61.6094997,81045601_R4.png
40,55,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,17.673006,10.672716,48.5977787,81055401_R4.png
50,55,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,18.626557,10.775664,55.50154385,81055501_R4.png
60,55,10,80,0.4,RadSlab,Knvkta,4/2,GSHP,19.580107,10.878613,62.40531045,81055601_R4.png
40,35,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,14.989737,8.170361,46.111384,83035401_R4.png
50,35,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,16.24704,8.533552,53.299425,83035501_R4.png
60,35,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,17.504343,8.896744,60.4874674,83035601_R4.png
40,45,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,15.717266,8.866403,46.86008055,83045401_R4.png
50,45,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,16.895906,9.157502,53.9631711,83045501_R4.png
60,45,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,18.074546,9.4486,61.06625965,83045601_R4.png
40,55,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,16.426652,9.548708,47.67536635,83055401_R4.png
50,55,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,17.529128,9.769135,54.68562225,83055501_R4.png
60,55,30,80,0.4,RadSlab,Knvkta,4/2,GSHP,18.631604,9.989563,61.69587955,83055601_R4.png
40,35,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,14.195216,7.435379,45.60113095,85035401_R4.png
50,35,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,15.554508,7.875391,52.84820105,85035501_R4.png
60,35,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,16.913799,8.315402,60.0952707,85035601_R4.png
40,45,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,14.694043,7.935013,46.15371075,85045401_R4.png
50,45,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,15.998448,8.323459,53.3383664,85045501_R4.png
60,45,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,17.302854,8.711906,60.5230206,85045601_R4.png
40,55,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,15.180299,8.424701,46.75295315,85055401_R4.png
50,55,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,16.4317,8.762607,53.86970065,85055501_R4.png
60,55,50,80,0.4,RadSlab,Knvkta,4/2,GSHP,17.683101,9.100513,60.9864491,85055601_R4.png
40,35,10,20,0.25,VAV,Enth,4/2,GSHP,12.388083,5.244364,51.3604668,21035401_R4.png
50,35,10,20,0.25,VAV,Enth,4/2,GSHP,13.524263,5.399347,58.3989595,21035501_R4.png
60,35,10,20,0.25,VAV,Enth,4/2,GSHP,14.660443,5.554331,65.43745475,21035601_R4.png
40,45,10,20,0.25,VAV,Enth,4/2,GSHP,12.700352,5.553978,51.80368515,21045401_R4.png
50,45,10,20,0.25,VAV,Enth,4/2,GSHP,13.79452,5.676814,58.78239465,21045501_R4.png
60,45,10,20,0.25,VAV,Enth,4/2,GSHP,14.888689,5.799649,65.76110395,21045601_R4.png
40,55,10,20,0.25,VAV,Enth,4/2,GSHP,12.969245,5.861247,52.29194615,21055401_R4.png
50,55,10,20,0.25,VAV,Enth,4/2,GSHP,14.020075,5.952181,59.2045376,21055501_R4.png
60,55,10,20,0.25,VAV,Enth,4/2,GSHP,15.070905,6.043114,66.11712925,21055601_R4.png
40,35,30,20,0.25,VAV,Enth,4/2,GSHP,12.099824,5.003679,50.98319015,23035401_R4.png
50,35,30,20,0.25,VAV,Enth,4/2,GSHP,13.27527,5.184151,58.07910585,23035501_R4.png
60,35,30,20,0.25,VAV,Enth,4/2,GSHP,14.450715,5.364622,65.1750213,23035601_R4.png
40,45,30,20,0.25,VAV,Enth,4/2,GSHP,12.330773,5.246281,51.3058041,23045401_R4.png
50,45,30,20,0.25,VAV,Enth,4/2,GSHP,13.474986,5.401693,58.3583456,23045501_R4.png
60,45,30,20,0.25,VAV,Enth,4/2,GSHP,14.619199,5.557105,65.41088635,23045601_R4.png
40,55,30,20,0.25,VAV,Enth,4/2,GSHP,12.526904,5.486997,51.6673909,23055401_R4.png
50,55,30,20,0.25,VAV,Enth,4/2,GSHP,13.638402,5.617547,58.6703627,23055501_R4.png
60,55,30,20,0.25,VAV,Enth,4/2,GSHP,14.7499,5.748097,65.67333575,23055601_R4.png
40,35,50,20,0.25,VAV,Enth,4/2,GSHP,11.811566,4.762995,50.6059125,25035401_R4.png
50,35,50,20,0.25,VAV,Enth,4/2,GSHP,13.026277,4.968954,57.7592502,25035501_R4.png
60,35,50,20,0.25,VAV,Enth,4/2,GSHP,14.240988,5.174914,64.91258785,25035601_R4.png
40,45,50,20,0.25,VAV,Enth,4/2,GSHP,11.961194,4.938583,50.8079238,25045401_R4.png
50,45,50,20,0.25,VAV,Enth,4/2,GSHP,13.155451,5.126572,57.93429655,25045501_R4.png
60,45,50,20,0.25,VAV,Enth,4/2,GSHP,14.349709,5.314561,65.06066775,25045601_R4.png
40,55,50,20,0.25,VAV,Enth,4/2,GSHP,12.084563,5.112748,51.04283585,25055401_R4.png
50,55,50,20,0.25,VAV,Enth,4/2,GSHP,13.256729,5.282914,58.13618705,25055501_R4.png
60,55,50,20,0.25,VAV,Enth,4/2,GSHP,14.428895,5.453081,65.229542,25055601_R4.png
40,35,10,40,0.25,VAV,Enth,4/2,GSHP,13.59447,5.93152,52.1492924,41035401_R4.png
50,35,10,40,0.25,VAV,Enth,4/2,GSHP,14.744992,6.11087,59.1241412,41035501_R4.png
60,35,10,40,0.25,VAV,Enth,4/2,GSHP,15.895513,6.29022,66.0989918,41035601_R4.png
40,45,10,40,0.25,VAV,Enth,4/2,GSHP,14.161744,6.353887,53.0677177,41045401_R4.png
50,45,10,40,0.25,VAV,Enth,4/2,GSHP,15.242662,6.489374,59.9519485,41045501_R4.png
60,45,10,40,0.25,VAV,Enth,4/2,GSHP,16.323579,6.624861,66.83617585,41045601_R4.png
40,55,10,40,0.25,VAV,Enth,4/2,GSHP,14.799311,6.77204,53.96460015,41055401_R4.png
50,55,10,40,0.25,VAV,Enth,4/2,GSHP,15.810843,6.864105,60.75033405,41055501_R4.png
60,55,10,40,0.25,VAV,Enth,4/2,GSHP,16.822374,6.956169,67.5360699,41055601_R4.png
40,35,30,40,0.25,VAV,Enth,4/2,GSHP,13.145009,5.598272,51.63490705,43035401_R4.png
50,35,30,40,0.25,VAV,Enth,4/2,GSHP,14.35833,5.81273,58.690868,43035501_R4.png
60,35,30,40,0.25,VAV,Enth,4/2,GSHP,15.571651,6.027188,65.74682995,43035601_R4.png
40,45,30,40,0.25,VAV,Enth,4/2,GSHP,13.574295,5.92857,52.32712825,43045401_R4.png
50,45,30,40,0.25,VAV,Enth,4/2,GSHP,14.734923,6.108857,59.3157324,43045501_R4.png
60,45,30,40,0.25,VAV,Enth,4/2,GSHP,15.89555,6.289143,66.3043335,43045601_R4.png
40,55,30,40,0.25,VAV,Enth,4/2,GSHP,14.057172,6.25553,53.0065307,43055401_R4.png
50,55,30,40,0.25,VAV,Enth,4/2,GSHP,15.164826,6.401994,59.92038295,43055501_R4.png
60,55,30,40,0.25,VAV,Enth,4/2,GSHP,16.27248,6.548458,66.83423615,43055601_R4.png
40,35,50,40,0.25,VAV,Enth,4/2,GSHP,12.695548,5.265024,51.1205227,45035401_R4.png
50,35,50,40,0.25,VAV,Enth,4/2,GSHP,13.971669,5.514589,58.2575948,45035501_R4.png
60,35,50,40,0.25,VAV,Enth,4/2,GSHP,15.247789,5.764155,65.3946681,45035601_R4.png
40,45,50,40,0.25,VAV,Enth,4/2,GSHP,12.986846,5.503253,51.58653755,45045401_R4.png
50,45,50,40,0.25,VAV,Enth,4/2,GSHP,14.227184,5.728339,58.67951425,45045501_R4.png
60,45,50,40,0.25,VAV,Enth,4/2,GSHP,15.467522,5.953426,65.7724912,45045601_R4.png
40,55,50,40,0.25,VAV,Enth,4/2,GSHP,13.315033,5.73902,52.04846125,45055401_R4.png
50,55,50,40,0.25,VAV,Enth,4/2,GSHP,14.518809,5.939883,59.09043005,45055501_R4.png
60,55,50,40,0.25,VAV,Enth,4/2,GSHP,15.722585,6.140747,66.1324024,45055601_R4.png
40,35,10,60,0.25,VAV,Enth,4/2,GSHP,14.886698,6.60284,53.40325775,61035401_R4.png
50,35,10,60,0.25,VAV,Enth,4/2,GSHP,16.056801,6.806012,60.3461224,61035501_R4.png
60,35,10,60,0.25,VAV,Enth,4/2,GSHP,17.226903,7.009184,67.2889868,61035601_R4.png
40,45,10,60,0.25,VAV,Enth,4/2,GSHP,15.746014,7.133454,54.5417917,61045401_R4.png
50,45,10,60,0.25,VAV,Enth,4/2,GSHP,16.823994,7.281518,61.35882845,61045501_R4.png
60,45,10,60,0.25,VAV,Enth,4/2,GSHP,17.901974,7.429581,68.1758624,61045601_R4.png
40,55,10,60,0.25,VAV,Enth,4/2,GSHP,16.591408,7.657429,55.74966295,61055401_R4.png
50,55,10,60,0.25,VAV,Enth,4/2,GSHP,17.578746,7.751077,62.43722265,61055501_R4.png
60,55,10,60,0.25,VAV,Enth,4/2,GSHP,18.566084,7.844724,69.1247826,61055601_R4.png
40,35,30,60,0.25,VAV,Enth,4/2,GSHP,14.254355,6.17917,52.67025605,63035401_R4.png
50,35,30,60,0.25,VAV,Enth,4/2,GSHP,15.508975,6.426846,59.71634975,63035501_R4.png
60,35,30,60,0.25,VAV,Enth,4/2,GSHP,16.763595,6.674522,66.7624455,63035601_R4.png
40,45,30,60,0.25,VAV,Enth,4/2,GSHP,14.910784,6.59366,53.5336721,63045401_R4.png
50,45,30,60,0.25,VAV,Enth,4/2,GSHP,16.095197,6.798419,60.48502445,63045501_R4.png
60,45,30,60,0.25,VAV,Enth,4/2,GSHP,17.27961,7.003177,67.43637425,63045601_R4.png
40,55,30,60,0.25,VAV,Enth,4/2,GSHP,15.555305,7.002926,54.4549556,63055401_R4.png
50,55,30,60,0.25,VAV,Enth,4/2,GSHP,16.670211,7.165311,61.30745905,63055501_R4.png
60,55,30,60,0.25,VAV,Enth,4/2,GSHP,17.785118,7.327697,68.1599653,63055601_R4.png
40,35,50,60,0.25,VAV,Enth,4/2,GSHP,13.622012,5.7555,51.93725415,65035401_R4.png
50,35,50,60,0.25,VAV,Enth,4/2,GSHP,14.96115,6.04768,59.08657815,65035501_R4.png
60,35,50,60,0.25,VAV,Enth,4/2,GSHP,16.300288,6.33986,66.23590315,65035601_R4.png
40,45,50,60,0.25,VAV,Enth,4/2,GSHP,14.075554,6.053866,52.5255505,65045401_R4.png
50,45,50,60,0.25,VAV,Enth,4/2,GSHP,15.3664,6.315319,59.6112197,65045501_R4.png
60,45,50,60,0.25,VAV,Enth,4/2,GSHP,16.657246,6.576773,66.6968871,65045601_R4.png
